vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-10-23T16:15:24.000,2019-10-23T16:20:12.000,1,0.70,1,N,234,107,1,5,1,0.5,1.86,0,0.3,11.16,2.5
2,2019-10-23T16:21:11.000,2019-10-23T16:27:53.000,1,0.83,1,N,234,224,1,6,1,0.5,2.06,0,0.3,12.36,2.5
2,2019-10-23T16:32:53.000,2019-10-23T17:02:40.000,1,5.71,1,N,137,42,1,23,1,0.5,5.46,0,0.3,32.76,2.5
2,2019-10-23T16:35:13.000,2019-10-23T16:56:54.000,1,1.96,1,N,161,236,1,14.5,1,0.5,3.76,0,0.3,22.56,2.5
1,2019-10-23T16:16:50.000,2019-10-23T16:22:25.000,1,1.00,1,N,239,238,1,6,3.5,0.5,1,0,0.3,11.3,2.5
1,2019-10-23T16:26:21.000,2019-10-23T16:49:37.000,1,2.90,1,Y,238,162,2,16,3.5,0.5,0,0,0.3,20.3,2.5
2,2019-10-23T16:48:23.000,2019-10-23T17:00:31.000,3,1.86,1,N,237,239,2,10,1,0.5,0,0,0.3,14.3,2.5
2,2019-10-23T16:21:37.000,2019-10-23T16:32:21.000,1,1.24,1,N,246,170,2,8.5,1,0.5,0,0,0.3,12.8,2.5
2,2019-10-23T16:43:41.000,2019-10-23T16:59:36.000,1,2.38,1,N,162,43,1,12,1,0.5,3,0,0.3,19.3,2.5
2,2019-10-23T16:30:32.000,2019-10-23T16:52:13.000,1,2.76,1,N,238,141,1,15.5,1,0.5,2,0,0.3,21.8,2.5
2,2019-10-23T16:53:47.000,2019-10-23T16:58:50.000,1,1.13,1,N,237,263,2,5.5,1,0.5,0,0,0.3,9.8,2.5
2,2019-10-23T16:10:01.000,2019-10-23T16:13:04.000,1,0.38,1,N,141,141,2,4,1,0.5,0,0,0.3,8.3,2.5
2,2019-10-23T16:17:04.000,2019-10-23T16:34:33.000,1,1.88,1,N,141,43,1,12,1,0.5,2.44,0,0.3,18.74,2.5
2,2019-10-23T16:43:47.000,2019-10-23T17:12:30.000,1,2.21,1,N,43,164,1,18,1,0.5,6.69,0,0.3,28.99,2.5
1,2019-10-23T16:40:59.000,2019-10-23T18:27:26.000,1,19.00,2,N,10,163,1,52,7,0.5,13.15,6.12,0.3,79.07,2.5
2,2019-10-23T16:23:19.000,2019-10-23T16:29:27.000,1,0.91,1,N,68,68,2,6,1,0.5,0,0,0.3,10.3,2.5
2,2019-10-23T16:38:18.000,2019-10-23T16:55:56.000,1,2.03,1,N,158,230,1,12.5,1,0.5,3.36,0,0.3,20.16,2.5
2,2019-10-23T16:58:06.000,2019-10-23T17:13:00.000,1,2.15,1,N,230,113,2,11,1,0.5,0,0,0.3,15.3,2.5
2,2019-10-23T16:33:24.000,2019-10-23T16:50:26.000,1,2.62,1,N,237,246,1,13,1,0.5,1,0,0.3,18.3,2.5
2,2019-10-23T16:57:56.000,2019-10-23T17:12:56.000,1,2.45,1,N,48,151,1,12,1,0.5,3.26,0,0.3,19.56,2.5
2,2019-10-23T16:50:50.000,2019-10-23T17:03:50.000,1,2.62,1,N,236,24,1,11.5,1,0.5,3.16,0,0.3,18.96,2.5
2,2019-10-23T16:38:31.000,2019-10-23T16:45:36.000,1,1.48,1,N,142,238,1,7,1,0.5,2.26,0,0.3,13.56,2.5
2,2019-10-23T16:04:23.000,2019-10-23T16:10:23.000,1,0.69,1,N,90,68,1,5.5,1,0.5,1.47,0,0.3,11.27,2.5
2,2019-10-23T16:15:18.000,2019-10-23T16:30:09.000,1,1.72,1,N,158,79,2,10.5,1,0.5,0,0,0.3,14.8,2.5
2,2019-10-23T16:38:35.000,2019-10-23T16:40:41.000,1,0.29,1,N,137,137,2,3.5,1,0.5,0,0,0.3,7.8,2.5
1,2019-10-23T16:08:52.000,2019-10-23T16:26:55.000,0,1.70,1,N,236,239,1,12.5,2.5,0.5,3.15,0,0.3,18.95,2.5
1,2019-10-23T16:33:54.000,2019-10-23T16:46:05.000,0,1.50,1,N,238,143,1,9.5,3.5,0.5,2.75,0,0.3,16.55,2.5
1,2019-10-23T16:48:26.000,2019-10-23T16:51:51.000,0,0.30,1,N,143,143,1,4,3.5,0.5,0,0,0.3,8.3,2.5
1,2019-10-23T16:59:02.000,2019-10-23T17:10:22.000,0,1.70,1,N,239,48,1,9,3.5,0.5,2.65,0,0.3,15.95,2.5
2,2019-10-23T16:22:32.000,2019-10-23T16:48:00.000,1,3.36,1,N,231,163,1,17.5,1,0.5,4.36,0,0.3,26.16,2.5
1,2019-10-23T16:25:18.000,2019-10-23T16:44:05.000,1,2.80,1,N,143,142,2,13.5,3.5,0.5,0,0,0.3,17.8,2.5
2,2019-10-23T16:06:42.000,2019-10-23T16:20:25.000,1,1.91,1,N,166,239,1,11,1,0.5,3.06,0,0.3,18.36,2.5
2,2019-10-23T16:23:03.000,2019-10-23T16:48:30.000,1,2.55,1,N,239,162,1,16,1,0.5,1.5,0,0.3,21.8,2.5
2,2019-10-23T16:55:36.000,2019-10-23T17:01:02.000,1,0.61,1,N,162,237,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5
1,2019-10-23T16:41:25.000,2019-10-23T16:48:48.000,1,1.10,1,N,114,249,1,6.5,3.5,0.5,1.62,0,0.3,12.42,2.5
2,2019-10-23T16:03:55.000,2019-10-23T16:13:29.000,1,5.95,5,N,82,145,1,65,0,0,16.32,0,0.3,81.62,0
1,2019-10-23T16:14:28.000,2019-10-23T16:31:01.000,1,1.80,1,N,238,237,1,12,3.5,0.5,2.45,0,0.3,18.75,2.5
1,2019-10-23T16:42:53.000,2019-10-23T16:53:07.000,1,1.10,1,N,263,140,1,8,3.5,0.5,3.65,0,0.3,15.95,2.5
2,2019-10-23T16:00:33.000,2019-10-23T16:05:35.000,1,0.79,1,N,239,142,1,5.5,0,0.5,1.2,0,0.3,10,2.5
2,2019-10-23T16:08:37.000,2019-10-23T16:19:19.000,1,1.53,1,N,142,43,1,9,0,0.5,3.08,0,0.3,15.38,2.5
2,2019-10-23T16:28:47.000,2019-10-23T16:38:25.000,1,0.98,1,N,237,161,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5
1,2019-10-23T16:04:13.000,2019-10-23T16:16:35.000,1,0.50,1,Y,186,68,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
1,2019-10-23T16:20:08.000,2019-10-23T17:24:58.000,1,9.40,1,Y,68,138,1,42.5,3.5,0.5,10.55,6.12,0.3,63.47,2.5
2,2019-10-23T16:18:19.000,2019-10-23T16:25:37.000,1,0.62,1,N,107,90,1,6,1,0.5,2.06,0,0.3,12.36,2.5
2,2019-10-23T16:59:25.000,2019-10-23T17:03:27.000,1,1.00,1,N,246,48,1,5,1,0.5,1.86,0,0.3,11.16,2.5
1,2019-10-23T16:15:41.000,2019-10-23T16:30:08.000,3,1.70,1,N,237,236,2,10.5,3.5,0.5,0,0,0.3,14.8,2.5
1,2019-10-23T16:38:11.000,2019-10-23T16:43:59.000,1,0.60,1,N,236,262,1,5.5,3.5,0.5,1.95,0,0.3,11.75,2.5
1,2019-10-23T16:49:00.000,2019-10-23T17:00:18.000,1,1.60,1,N,262,238,1,9,3.5,0.5,1,0,0.3,14.3,2.5
1,2019-10-23T16:10:25.000,2019-10-23T17:01:49.000,0,6.70,1,N,261,162,2,33.5,3.5,0.5,0,0,0.3,37.8,2.5
2,2019-10-23T16:10:38.000,2019-10-23T16:34:12.000,1,3.88,1,N,75,116,1,18,1,0.5,3.96,0,0.3,23.76,0
2,2019-10-23T16:14:30.000,2019-10-23T17:10:04.000,1,17.32,2,N,132,161,1,52,4.5,0.5,11,6.12,0.3,76.92,2.5
2,2019-10-23T16:44:03.000,2019-10-23T17:45:15.000,2,19.59,2,N,132,211,1,52,4.5,0.5,5,6.12,0.3,70.92,2.5
2,2019-10-23T16:09:52.000,2019-10-23T16:31:23.000,1,1.24,1,N,233,230,1,13,1,0.5,3.46,0,0.3,20.76,2.5
2,2019-10-23T16:35:31.000,2019-10-23T16:44:25.000,1,0.73,1,N,142,142,1,7,1,0.5,2.26,0,0.3,13.56,2.5
2,2019-10-23T16:53:08.000,2019-10-23T16:56:50.000,1,0.60,1,N,163,48,1,4.5,1,0.5,2.2,0,0.3,11,2.5
1,2019-10-23T16:21:39.000,2019-10-23T17:27:11.000,2,8.70,1,Y,230,138,1,42.5,3.5,0.5,0.01,0,0.3,46.81,2.5
2,2019-10-23T16:36:03.000,2019-10-23T16:48:38.000,1,1.66,1,N,143,239,1,9.5,1,0.5,2.76,0,0.3,16.56,2.5
2,2019-10-23T16:53:46.000,2019-10-23T16:54:50.000,1,0.03,1,N,143,142,4,-3,-1,-0.5,0,0,-0.3,-7.3,-2.5
2,2019-10-23T16:53:46.000,2019-10-23T16:54:50.000,1,0.03,1,N,143,142,2,3,1,0.5,0,0,0.3,7.3,2.5
1,2019-10-23T16:01:07.000,2019-10-23T16:10:43.000,2,0.70,1,N,161,161,2,7.5,3.5,0.5,0,0,0.3,11.8,2.5
1,2019-10-23T16:26:28.000,2019-10-23T16:37:34.000,1,1.60,1,N,230,246,1,9,3.5,0.5,2.66,0,0.3,15.96,2.5
1,2019-10-23T16:38:45.000,2019-10-23T17:13:23.000,1,6.00,1,N,246,42,2,25,3.5,0.5,0,0,0.3,29.3,2.5
2,2019-10-23T16:06:23.000,2019-10-23T16:32:22.000,1,2.59,1,N,107,237,1,17,1,0.5,4.26,0,0.3,25.56,2.5
2,2019-10-23T16:39:33.000,2019-10-23T16:46:21.000,1,0.67,1,N,237,236,2,6,1,0.5,0,0,0.3,10.3,2.5
2,2019-10-23T16:57:45.000,2019-10-23T17:03:12.000,1,0.86,1,N,236,239,1,6,1,0.5,2.58,0,0.3,12.88,2.5
2,2019-10-23T16:26:02.000,2019-10-23T17:29:10.000,1,13.64,2,N,130,230,1,52,0,0.5,19.78,10.62,0.3,85.7,2.5
2,2019-10-23T16:43:33.000,2019-10-23T16:48:31.000,1,1.17,1,N,237,263,1,5.5,1,0.5,2,0,0.3,11.8,2.5
2,2019-10-23T16:53:00.000,2019-10-23T16:58:31.000,1,0.75,1,N,263,237,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5
2,2019-10-23T16:59:40.000,2019-10-23T17:07:31.000,1,1.59,1,N,141,236,2,6.5,1,0.5,0,0,0.3,10.8,2.5
1,2019-10-23T16:08:18.000,2019-10-23T16:14:23.000,1,0.60,1,N,161,163,2,5.5,3.5,0.5,0,0,0.3,9.8,2.5
1,2019-10-23T16:20:06.000,2019-10-23T16:25:46.000,1,0.90,1,N,162,170,1,5.5,3.5,0.5,2.45,0,0.3,12.25,2.5
1,2019-10-23T16:31:04.000,2019-10-23T16:45:58.000,1,0.70,1,N,170,164,1,9.5,3.5,0.5,2.75,0,0.3,16.55,2.5
1,2019-10-23T16:53:31.000,2019-10-23T17:04:19.000,0,1.40,1,N,186,107,1,8.5,3.5,0.5,1,0,0.3,13.8,2.5
1,2019-10-23T16:03:23.000,2019-10-23T16:11:47.000,2,1.10,1,N,140,229,1,7,3.5,0.5,2.25,0,0.3,13.55,2.5
1,2019-10-23T16:15:34.000,2019-10-23T16:29:59.000,2,1.70,1,N,233,140,1,10.5,3.5,0.5,2.22,0,0.3,17.02,2.5
1,2019-10-23T16:31:48.000,2019-10-23T16:35:01.000,2,0.60,1,N,140,262,2,4.5,3.5,0.5,0,0,0.3,8.8,2.5
1,2019-10-23T16:48:50.000,2019-10-23T17:14:46.000,2,3.70,1,N,236,246,1,18.5,3.5,0.5,5.7,0,0.3,28.5,2.5
2,2019-10-23T16:06:02.000,2019-10-23T16:45:20.000,1,2.32,1,N,170,246,2,23.5,1,0.5,0,0,0.3,27.8,2.5
2,2019-10-23T16:50:12.000,2019-10-23T16:54:59.000,1,0.87,1,N,246,186,2,5.5,1,0.5,0,0,0.3,9.8,2.5
1,2019-10-23T16:08:42.000,2019-10-23T16:30:30.000,1,2.70,1,N,164,43,1,15,3.5,0.5,1.5,0,0.3,20.8,2.5
1,2019-10-23T16:32:55.000,2019-10-23T16:42:18.000,1,1.30,1,N,43,236,1,8,3.5,0.5,3.05,0,0.3,15.35,2.5
1,2019-10-23T16:44:41.000,2019-10-23T16:49:51.000,1,0.80,1,N,236,263,1,5.5,3.5,0.5,1.2,0,0.3,11,2.5
2,2019-10-23T16:15:59.000,2019-10-23T16:36:20.000,1,1.33,1,N,186,230,1,13,1,0.5,3.46,0,0.3,20.76,2.5
2,2019-10-23T16:13:50.000,2019-10-23T16:32:44.000,1,2.33,1,N,162,246,1,13.5,1,0.5,3.56,0,0.3,21.36,2.5
2,2019-10-23T16:44:43.000,2019-10-23T16:56:15.000,1,1.91,1,N,48,239,1,9.5,1,0.5,2,0,0.3,15.8,2.5
2,2019-10-23T16:04:32.000,2019-10-23T16:18:27.000,1,2.01,1,N,100,239,1,11,1,0.5,0.7,0,0.3,16,2.5
2,2019-10-23T16:30:16.000,2019-10-23T16:34:35.000,1,0.58,1,N,48,48,2,5,1,0.5,0,0,0.3,9.3,2.5
2,2019-10-23T16:52:29.000,2019-10-23T18:15:52.000,1,17.53,2,N,48,132,1,52,4.5,0.5,13.18,6.12,0.3,79.1,2.5
1,2019-10-23T16:26:56.000,2019-10-23T16:34:55.000,1,1.70,1,N,141,263,2,8,3.5,0.5,0,0,0.3,12.3,2.5
1,2019-10-23T16:49:57.000,2019-10-23T16:56:15.000,1,0.70,1,N,237,162,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5
1,2019-10-23T16:56:59.000,2019-10-23T17:12:30.000,1,1.00,1,N,162,48,1,10.5,3.5,0.5,2,0,0.3,16.8,2.5
2,2019-10-23T16:36:18.000,2019-10-23T16:45:19.000,2,1.00,1,N,230,186,1,7,1,0.5,2,0,0.3,13.3,2.5
2,2019-10-23T16:19:51.000,2019-10-23T16:23:26.000,5,0.96,1,N,141,236,1,5,1,0.5,1.86,0,0.3,11.16,2.5
2,2019-10-23T16:30:52.000,2019-10-23T16:37:37.000,5,0.65,1,N,237,237,1,6,1,0.5,2.06,0,0.3,12.36,2.5
2,2019-10-23T16:42:29.000,2019-10-23T16:56:22.000,5,1.46,1,N,162,164,1,10,1,0.5,2.86,0,0.3,17.16,2.5
2,2019-10-23T16:58:29.000,2019-10-23T17:13:51.000,5,1.21,1,N,164,170,1,10.5,1,0.5,2.96,0,0.3,17.76,2.5
1,2019-10-23T16:22:25.000,2019-10-23T16:30:57.000,2,0.70,1,N,249,158,1,7,3.5,0.5,2.25,0,0.3,13.55,2.5
1,2019-10-23T16:34:35.000,2019-10-23T16:49:35.000,2,2.10,1,N,158,231,1,11,3.5,0.5,3.8,0,0.3,19.1,2.5
2,2019-10-23T16:13:31.000,2019-10-23T16:59:59.000,5,11.88,1,N,138,209,1,42.5,1,0.5,15.88,6.12,0.3,68.8,2.5
2,2019-10-23T16:51:14.000,2019-10-23T17:37:36.000,5,6.71,1,N,138,75,1,33,1,0.5,8.18,6.12,0.3,49.1,0
1,2019-10-23T16:24:47.000,2019-10-23T16:34:29.000,0,1.00,1,N,162,170,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5
1,2019-10-23T16:38:18.000,2019-10-23T17:17:31.000,0,4.60,1,N,170,166,2,26,2.5,0.5,0,0,0.3,29.3,2.5
2,2019-10-23T16:52:42.000,2019-10-23T17:04:19.000,1,0.98,1,N,164,161,1,8.5,1,0.5,2.56,0,0.3,15.36,2.5
2,2019-10-23T16:31:54.000,2019-10-23T16:44:01.000,1,2.37,1,N,166,143,2,11,1,0.5,0,0,0.3,15.3,2.5
2,2019-10-23T16:58:23.000,2019-10-23T17:06:19.000,1,1.22,1,N,246,186,1,7,1,0.5,2.26,0,0.3,13.56,2.5
2,2019-10-23T16:12:29.000,2019-10-23T16:17:29.000,1,0.57,1,N,237,141,2,5,1,0.5,0,0,0.3,9.3,2.5
2,2019-10-23T16:00:45.000,2019-10-23T16:06:17.000,2,0.78,1,N,237,236,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5
2,2019-10-23T16:45:20.000,2019-10-23T17:16:45.000,2,4.39,1,N,236,249,1,21.5,1,0.5,5.16,0,0.3,30.96,2.5
2,2019-10-23T16:24:28.000,2019-10-23T16:35:26.000,1,0.94,1,N,163,142,1,8.5,1,0.5,1.5,0,0.3,14.3,2.5
2,2019-10-23T16:39:19.000,2019-10-23T17:01:20.000,1,1.67,1,N,48,161,2,14.5,1,0.5,0,0,0.3,18.8,2.5
2,2019-10-23T16:09:52.000,2019-10-23T17:44:27.000,1,22.00,2,N,230,132,2,52,4.5,0.5,0,6.12,0.3,65.92,2.5
2,2019-10-23T16:13:36.000,2019-10-23T16:21:44.000,1,0.67,1,N,163,162,2,7,1,0.5,0,0,0.3,11.3,2.5
2,2019-10-23T16:24:24.000,2019-10-23T16:28:10.000,1,0.78,1,N,162,162,1,5,1,0.5,2.32,0,0.3,11.62,2.5
2,2019-10-23T16:29:21.000,2019-10-23T16:36:57.000,1,0.72,1,N,162,164,2,6.5,1,0.5,0,0,0.3,10.8,2.5
2,2019-10-23T16:38:42.000,2019-10-23T16:55:00.000,1,2.21,1,N,164,125,2,12,1,0.5,0,0,0.3,16.3,2.5
2,2019-10-23T16:14:54.000,2019-10-23T16:22:38.000,1,0.76,1,N,233,229,1,6.5,1,0.5,1.62,0,0.3,12.42,2.5
1,2019-10-23T16:00:47.000,2019-10-23T16:10:36.000,1,1.10,1,N,234,114,1,8,2.5,0.5,2.26,0,0.3,13.56,2.5
1,2019-10-23T16:16:21.000,2019-10-23T16:46:07.000,1,2.10,1,Y,90,230,2,18.5,3.5,0.5,0,0,0.3,22.8,2.5
1,2019-10-23T16:50:11.000,2019-10-23T17:03:56.000,1,2.20,1,Y,48,238,1,11,3.5,0.5,0,0,0.3,15.3,2.5
1,2019-10-23T16:10:35.000,2019-10-23T16:18:13.000,1,0.80,1,N,236,236,1,6.5,3.5,0.5,2.15,0,0.3,12.95,2.5
1,2019-10-23T16:12:26.000,2019-10-23T16:27:23.000,1,1.00,1,N,237,163,1,10.5,3.5,0.5,2.95,0,0.3,17.75,2.5
1,2019-10-23T16:31:01.000,2019-10-23T16:46:41.000,1,1.40,1,N,163,164,2,10.5,3.5,0.5,0,0,0.3,14.8,2.5
1,2019-10-23T16:48:03.000,2019-10-23T17:09:19.000,1,1.50,1,N,164,163,2,13.5,3.5,0.5,0,0,0.3,17.8,2.5
2,2019-10-23T16:31:51.000,2019-10-23T17:10:54.000,1,7.55,1,N,138,135,1,30,1,0.5,6.36,0,0.3,38.16,0
2,2019-10-23T16:54:56.000,2019-10-23T17:04:58.000,1,1.39,1,N,43,100,1,8,1,0.5,2,0,0.3,14.3,2.5
2,2019-10-23T16:24:20.000,2019-10-23T16:37:23.000,1,1.81,1,N,24,42,2,10,1,0.5,0,0,0.3,11.8,0
2,2019-10-23T16:55:11.000,2019-10-23T17:05:10.000,1,1.57,1,N,236,237,2,8.5,1,0.5,0,0,0.3,12.8,2.5
2,2019-10-23T16:20:09.000,2019-10-23T16:30:59.000,1,2.07,1,N,141,229,2,10,1,0.5,0,0,0.3,14.3,2.5
2,2019-10-23T16:38:06.000,2019-10-23T16:47:27.000,1,1.46,1,N,140,236,1,8,1,0.5,2.46,0,0.3,14.76,2.5
2,2019-10-23T16:49:15.000,2019-10-23T16:54:32.000,2,0.94,1,N,236,236,1,5.5,1,0.5,0.98,0,0.3,10.78,2.5
1,2019-10-23T16:36:23.000,2019-10-23T17:05:17.000,1,3.30,1,N,164,231,1,18.5,3.5,0.5,3.42,0,0.3,26.22,2.5
1,2019-10-23T16:00:50.000,2019-10-23T16:22:49.000,1,1.70,1,N,113,231,1,14,3.5,0.5,3.65,0,0.3,21.95,2.5
1,2019-10-23T16:39:21.000,2019-10-23T16:46:06.000,1,0.60,1,N,87,88,1,6,3.5,0.5,2.06,0,0.3,12.36,2.5
1,2019-10-23T16:49:46.000,2019-10-23T17:21:44.000,1,6.10,1,N,264,142,2,26,3.5,0.5,0,0,0.3,30.3,2.5
1,2019-10-23T16:20:20.000,2019-10-23T17:18:50.000,2,15.00,2,N,10,142,1,52,7,0.5,13.15,6.12,0.3,79.07,2.5
1,2019-10-23T16:19:16.000,2019-10-23T16:32:40.000,1,1.60,1,N,186,158,2,9.5,3.5,0.5,0,0,0.3,13.8,2.5
1,2019-10-23T16:50:26.000,2019-10-23T17:10:23.000,4,1.90,1,N,246,170,1,13,3.5,0.5,3.45,0,0.3,20.75,2.5
1,2019-10-23T16:14:17.000,2019-10-23T17:33:43.000,2,11.00,1,N,231,159,1,51.5,1,0.5,0,0,0.3,53.3,0
2,2019-10-23T16:24:48.000,2019-10-23T16:40:56.000,1,1.67,1,N,68,43,2,11.5,1,0.5,0,0,0.3,15.8,2.5
2,2019-10-23T16:42:11.000,2019-10-23T16:45:54.000,1,0.37,1,N,43,142,1,4,1,0.5,1.49,0,0.3,9.79,2.5
2,2019-10-23T16:53:56.000,2019-10-23T17:05:55.000,1,1.61,1,N,48,239,2,9.5,1,0.5,0,0,0.3,13.8,2.5
2,2019-10-23T16:08:59.000,2019-10-23T16:23:16.000,1,1.61,1,N,142,237,1,10,1,0.5,2,0,0.3,16.3,2.5
2,2019-10-23T16:04:49.000,2019-10-23T16:39:25.000,1,5.18,1,N,186,87,1,23.5,1,0.5,5.56,0,0.3,33.36,2.5
2,2019-10-23T16:41:14.000,2019-10-23T16:47:57.000,1,0.86,1,N,87,45,1,6,1,0.5,2.06,0,0.3,12.36,2.5
2,2019-10-23T16:52:16.000,2019-10-23T17:19:37.000,1,4.87,1,N,144,48,2,20.5,1,0.5,0,0,0.3,24.8,2.5
2,2019-10-23T16:15:13.000,2019-10-23T16:32:36.000,1,2.45,1,N,186,148,1,12,1,0.5,2,0,0.3,18.3,2.5
2,2019-10-23T16:47:56.000,2019-10-23T17:08:32.000,1,1.80,1,N,170,237,2,13.5,1,0.5,0,0,0.3,17.8,2.5
2,2019-10-23T16:12:59.000,2019-10-23T17:09:28.000,3,9.27,1,N,170,138,1,37,1,0.5,9.48,6.12,0.3,56.9,2.5
2,2019-10-23T16:21:32.000,2019-10-23T16:28:29.000,5,0.62,1,N,262,140,2,6,1,0.5,0,0,0.3,10.3,2.5
2,2019-10-23T16:34:01.000,2019-10-23T16:37:19.000,5,0.30,1,N,229,229,2,4,1,0.5,0,0,0.3,8.3,2.5
2,2019-10-23T16:41:41.000,2019-10-23T16:44:51.000,5,0.71,1,N,141,262,1,4.5,1,0.5,1.76,0,0.3,10.56,2.5
1,2019-10-23T16:18:42.000,2019-10-23T16:21:47.000,1,0.30,1,N,237,141,2,4,3.5,0.5,0,0,0.3,8.3,2.5
1,2019-10-23T16:41:53.000,2019-10-23T17:07:53.000,3,2.50,1,N,237,239,1,16.5,3.5,0.5,3,0,0.3,23.8,2.5
2,2019-10-23T16:06:34.000,2019-10-23T16:27:33.000,1,2.50,1,N,236,236,1,14.5,0,0.5,3.56,0,0.3,21.36,2.5
1,2019-10-23T16:20:45.000,2019-10-23T17:44:09.000,2,15.60,3,N,233,1,2,80.5,1,0,0,12.5,0.3,94.3,0
2,2019-10-23T16:19:36.000,2019-10-23T17:05:04.000,1,8.48,1,N,138,161,2,36,1,0.5,0,6.12,0.3,46.42,2.5
1,2019-10-23T16:26:01.000,2019-10-23T16:37:56.000,0,1.10,1,Y,141,162,2,8.5,3.5,0.5,0,0,0.3,12.8,2.5
2,2019-10-23T16:15:53.000,2019-10-23T16:18:26.000,1,0.41,1,N,239,239,1,4,1,0.5,1.66,0,0.3,9.96,2.5
2,2019-10-23T16:21:45.000,2019-10-23T16:27:13.000,1,0.59,1,N,238,239,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5
2,2019-10-23T16:51:59.000,2019-10-23T16:57:47.000,1,0.83,1,N,236,237,1,6,1,0.5,2.06,0,0.3,12.36,2.5
2,2019-10-23T16:13:33.000,2019-10-23T17:00:41.000,1,8.19,1,N,100,25,1,32.5,1,0.5,7.36,0,0.3,44.16,2.5
1,2019-10-23T16:24:23.000,2019-10-23T16:27:16.000,1,0.60,1,N,141,141,1,4.5,3.5,0.5,1.32,0,0.3,10.12,2.5
2,2019-10-23T16:03:07.000,2019-10-23T16:20:16.000,1,1.59,1,N,75,151,1,12,1,0.5,1,0,0.3,14.8,0
2,2019-10-23T16:37:17.000,2019-10-23T16:41:33.000,2,1.05,1,N,238,142,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5
2,2019-10-23T16:44:53.000,2019-10-23T16:53:53.000,1,1.49,1,N,142,246,1,8,1,0.5,2.46,0,0.3,14.76,2.5
2,2019-10-23T16:55:51.000,2019-10-23T17:04:51.000,4,2.18,1,N,246,163,1,9,1,0.5,3.33,0,0.3,16.63,2.5
1,2019-10-23T16:26:24.000,2019-10-23T17:33:00.000,1,0.00,1,N,107,213,1,43.2,0,0.5,0,0,0.3,44,0
1,2019-10-23T16:34:26.000,2019-10-23T16:46:53.000,1,1.20,1,N,161,142,1,9,3.5,0.5,2.65,0,0.3,15.95,2.5
1,2019-10-23T16:51:24.000,2019-10-23T17:03:36.000,2,1.40,1,N,163,239,1,9.5,3.5,0.5,2.5,0,0.3,16.3,2.5
2,2019-10-23T16:06:51.000,2019-10-23T16:42:00.000,1,3.91,1,N,141,68,1,23,1,0.5,5.46,0,0.3,34.71,2.5
2,2019-10-23T16:44:57.000,2019-10-23T16:53:47.000,1,1.45,1,N,186,142,1,8,1,0.5,2.46,0,0.3,14.76,2.5
2,2019-10-23T16:55:31.000,2019-10-23T17:14:07.000,1,1.94,1,N,142,162,2,12.5,1,0.5,0,0,0.3,16.8,2.5
1,2019-10-23T16:48:19.000,2019-10-23T18:07:26.000,1,15.90,2,N,132,231,1,52,7,0.5,11.96,0,0.3,71.76,2.5
2,2019-10-23T16:19:30.000,2019-10-23T17:06:50.000,1,17.30,2,N,132,233,1,52,4.5,0.5,13.18,6.12,0.3,79.1,2.5
2,2019-10-23T16:59:52.000,2019-10-23T18:18:03.000,1,17.55,2,N,132,88,2,52,4.5,0.5,0,0,0.3,59.8,2.5
2,2019-10-23T16:12:51.000,2019-10-23T16:14:56.000,2,0.26,1,N,141,237,1,3.5,1,0.5,1.17,0,0.3,8.97,2.5
1,2019-10-23T16:15:22.000,2019-10-23T16:20:17.000,1,0.70,1,N,141,237,1,5.5,3.5,0.5,1.96,0,0.3,11.76,2.5
1,2019-10-23T16:23:23.000,2019-10-23T16:30:41.000,1,1.00,1,N,237,263,1,6.5,3.5,0.5,2.15,0,0.3,12.95,2.5
1,2019-10-23T16:57:48.000,2019-10-23T17:19:47.000,1,4.30,1,N,162,148,1,18,3.5,0.5,1.5,0,0.3,23.8,2.5
2,2019-10-23T16:21:02.000,2019-10-23T16:39:04.000,2,1.49,1,N,186,48,1,12,1,0.5,2.5,0,0.3,18.8,2.5
2,2019-10-23T16:44:26.000,2019-10-23T17:09:00.000,1,2.82,1,N,48,140,1,16.5,1,0.5,3.12,0,0.3,23.92,2.5
2,2019-10-23T16:49:21.000,2019-10-23T17:21:27.000,1,11.76,1,N,132,70,2,34.5,1,0.5,0,0,0.3,36.3,0
2,2019-10-23T16:38:39.000,2019-10-23T17:01:29.000,1,2.70,1,N,264,264,1,15,1,0.5,2,0,0.3,21.3,2.5
1,2019-10-23T16:06:28.000,2019-10-23T16:55:01.000,1,9.20,1,N,138,68,2,37.5,3.5,0.5,0,6.12,0.3,47.92,2.5
1,2019-10-23T16:56:57.000,2019-10-23T17:20:52.000,1,2.80,1,N,68,231,1,16,3.5,0.5,4.05,0,0.3,24.35,2.5
