year,month,day_of_month,day_of_week,departure_time,arrival_time,carrier,flight_number,total_flight_time,origin_airport,dest_airport,distance,delay
2007,12,16,7,1840,2050,MQ,3578,119,CID,DFW,685,-6
2007,9,26,3,1155,1325,WN,1008,209,HOU,LAX,1390,0
2007,9,18,2,1515,1635,US,769,99,PHL,BOS,280,15
2007,4,7,6,2020,2200,WN,371,88,MCO,RDU,534,-3
2007,1,26,5,1150,1527,CO,1435,310,EWR,PHX,2133,-28
2007,12,2,7,2030,45,WN,349,176,PHX,MDW,1444,38
2007,7,26,4,1010,1230,UA,139,230,ORD,SFO,1846,12
2007,11,7,3,1033,1205,9E,5899,77,DTW,MDT,370,-6
2007,1,7,7,2045,2145,XE,2480,57,EWR,BDL,116,-6
2007,11,9,5,1000,1250,WN,2039,108,SMF,PHX,647,-3
2007,8,24,5,1555,2040,AA,824,151,LAS,DFW,1055,10
2007,10,18,4,705,1120,AA,2284,124,PHX,DFW,868,-11
2007,5,3,4,953,1610,DL,1444,270,SLC,TPA,1887,23
2007,12,24,1,805,1041,AS,21,266,ORD,SEA,1721,1
2007,4,18,3,1130,1505,US,1040,209,CLT,STT,1520,-2
2007,7,5,4,1650,1825,F9,663,139,DEN,SFO,967,-7
2007,10,29,1,1930,2057,US,1229,82,DCA,CLT,331,1
2007,3,14,3,1539,1756,FL,115,143,IAD,MCO,758,4
2007,1,30,2,1615,1820,WN,772,64,BHM,JAX,365,-2
2007,6,20,3,700,924,EV,4627,165,AVP,ATL,714,16
2007,12,7,5,1941,2139,OH,5094,98,CVG,EWR,569,53
2007,6,24,7,815,910,MQ,4185,59,CID,ORD,196,12
2007,5,15,2,1915,2120,WN,3017,67,MDW,CMH,284,32
2007,3,3,6,1625,1740,9E,5925,67,MGM,MEM,280,-13
2007,10,19,5,1326,1430,FL,295,63,ATL,JAX,270,-3
2007,11,16,5,1715,2026,9E,2929,130,LNK,DTW,701,-5
2007,12,28,5,1200,1315,WN,3655,77,LAX,OAK,337,16
2007,3,27,2,1330,1440,WN,2206,67,HOU,LIT,393,-8
2007,9,9,7,1935,2100,WN,97,78,SAN,OAK,446,-5
2007,8,20,1,1530,1735,MQ,3576,119,CID,DFW,685,-7
2007,11,16,5,1320,1605,AA,1814,103,COS,DFW,592,-6
2007,5,29,2,730,1026,CO,733,259,LGA,IAH,1416,11
2007,9,30,7,2150,2335,DL,638,105,ATL,IAD,533,10
2007,3,8,4,2305,603,UA,78,291,HNL,SFO,2398,-15
2007,2,20,2,1900,2141,AS,279,163,LAX,SEA,954,5
2007,7,20,5,1145,1332,OH,5305,105,MCO,RDU,534,-2
2007,4,6,5,700,1005,B6,563,204,SWF,FLL,1119,19
2007,12,20,4,1920,2040,OO,3711,126,SLC,SGU,269,58
2007,7,26,4,1400,1636,US,1878,179,PBI,PHL,951,33
2007,5,7,1,1545,1735,US,1765,116,CLT,FLL,631,15
2007,1,22,1,1740,2034,OO,3833,111,SJC,SLC,585,-13
2007,3,13,2,2310,635,B6,106,456,TUS,JFK,2136,9
2007,11,10,6,1615,1655,WN,1003,86,AUS,ELP,528,-17
2007,2,18,7,615,710,B6,231,58,SLC,LGB,589,0
2007,11,26,1,1835,2123,XE,2877,177,EWR,MSP,1008,179
2007,1,31,3,1120,1320,AA,1006,122,MIA,ATL,595,2
2007,6,2,6,1020,1103,HA,168,45,HNL,KOA,163,-3
2007,1,28,7,1605,1813,XE,2117,117,SDF,EWR,642,18
2007,11,26,1,700,930,WN,1567,163,AUS,MDW,972,17
2007,11,6,2,1110,1210,AA,1698,56,AUS,DFW,190,-6
2007,12,24,1,1422,1633,FL,721,115,TPA,DAY,828,-14
2007,8,3,5,950,1150,MQ,4469,55,ORD,TVC,224,7
2007,10,18,4,1249,1332,HA,148,39,HNL,KOA,163,-7
2007,3,31,6,1430,1538,OO,6039,69,DEN,GJT,212,0
2007,2,16,5,1044,1335,US,1953,107,ORD,CLT,599,46
2007,3,6,2,1130,1250,MQ,3713,68,DFW,JAN,408,-11
2007,4,22,7,1535,1810,XE,2368,94,STL,CLE,487,-11
2007,4,11,3,802,932,UA,709,179,PHL,ORD,678,36
2007,12,18,2,1520,1634,F9,339,70,DEN,ABQ,349,13
2007,2,10,6,1345,1505,WN,2979,79,PHL,RDU,336,-1
2007,8,31,5,1240,1353,9E,4720,124,CLE,MSP,622,-11
2007,3,15,4,1500,1611,US,2179,85,LGA,DCA,214,11
2007,4,16,1,1330,1444,US,638,73,PHX,ONT,325,-1
2007,6,21,4,952,1152,US,621,124,PHX,OAK,646,68
2007,5,9,3,800,855,AA,1109,49,DFW,AUS,190,20
2007,3,8,4,1430,1538,XE,2975,57,DAL,IAH,217,-9
2007,2,22,4,1341,1445,XE,2795,53,DAY,CLE,162,-24
2007,7,15,7,1927,2359,OO,5812,152,DEN,GRR,1014,0
2007,3,17,6,1245,1342,XE,3028,49,IAH,LFT,201,2
2007,8,9,4,1845,1940,WN,1253,50,DAL,TUL,237,-5
2007,12,20,4,1500,1623,OH,5341,81,CVG,RDU,390,7
2007,7,5,4,1935,2145,XE,2816,58,MDW,CLE,307,-24
2007,10,6,6,525,623,XE,2510,79,LFT,IAH,201,14
2007,6,2,6,620,1141,CO,194,188,LAX,IAH,1379,-19
2007,8,30,4,840,1638,B6,304,482,LGB,IAD,2277,5
2007,8,13,1,740,920,WN,342,137,FLL,HOU,957,-32
2007,1,11,4,1932,2153,US,54,326,IAD,LAS,2066,83
2007,11,4,7,1120,1222,OO,3890,55,SLC,IDA,188,-11
2007,7,10,2,1712,1800,9E,2832,42,RST,MSP,76,-11
2007,1,9,2,1110,1235,B6,1212,72,BUF,BOS,396,-19
2007,3,19,1,1125,1232,9E,5708,52,FSM,MEM,249,-17
2007,4,24,2,540,632,XE,2339,71,LCH,IAH,127,13
2007,10,9,2,850,952,CO,1679,59,IAH,SAT,191,-5
2007,3,11,7,635,730,WN,654,105,SLC,OAK,588,-4
2007,8,2,4,1055,1240,OH,5057,103,CVG,JAX,614,25
2007,10,17,3,1320,1553,AS,513,171,LAX,SEA,954,98
2007,10,20,6,1930,2257,XE,2597,128,IAH,SAV,851,-30
2007,3,8,4,1010,1609,US,578,222,PHX,TPA,1788,-9
2007,4,27,5,725,1012,US,141,335,EWR,LAS,2227,-8
2007,11,19,1,825,930,AA,1789,172,DFW,SAN,1171,-11
2007,1,14,7,1240,1320,NW,708,47,FCA,GTF,146,-1
2007,8,3,5,1602,1621,DL,1219,83,ATL,JAN,341,2
2007,9,28,5,1240,1335,WN,1031,67,STL,MDW,251,10
2007,2,2,5,1903,2041,9E,3705,171,DTW,TUL,790,13
2007,4,25,3,915,1457,UA,1675,280,ORD,SJU,2072,4
2007,3,5,1,1430,1742,CO,676,196,EWR,RSW,1068,0
2007,9,13,4,1030,1310,B6,59,156,JFK,MCO,944,-7
2007,9,27,4,940,1230,WN,190,154,FLL,ISP,1093,-16
2007,12,11,2,630,1205,AA,1296,239,PDX,DFW,1616,17
2007,7,12,4,1025,1115,WN,860,44,ORF,BWI,159,-8
2007,7,30,1,1630,1648,XE,2401,76,CLE,MKE,328,94
2007,11,5,1,1220,1328,XE,2674,51,EWR,MHT,209,-23
2007,3,16,5,1123,1433,UA,692,133,SNA,DEN,846,5
2007,8,10,5,1329,1325,EV,4718,46,ATL,DHN,171,70
2007,9,19,3,1016,1227,EV,4599,123,ATL,AVP,714,10
2007,12,20,4,1450,1554,YV,7255,55,PIT,IAD,183,58
2007,11,21,3,1440,1649,OO,1996,122,BUF,ATL,712,16
2007,5,25,5,1410,1530,WN,586,78,PHL,RDU,336,3
2007,4,8,7,1005,1342,XE,2095,134,IAH,GSO,986,-18
2007,3,26,1,1723,2320,DL,1598,226,SLC,IAD,1827,91
2007,12,27,4,1640,1850,WN,1566,75,SNA,PHX,338,103
2007,5,11,5,920,1045,WN,152,84,DAL,MCI,461,-1
2007,1,18,4,615,950,F9,136,159,SEA,DEN,1024,-3
2007,7,23,1,1135,1423,B6,355,177,JFK,BUR,2465,11
2007,9,14,5,1605,1829,EV,4549,158,ATL,HPN,780,176
2007,10,22,1,1636,1730,OO,3813,105,SLC,LGB,589,-14
2007,9,20,4,2055,20,B6,649,198,JFK,SFO,2586,-10
2007,7,23,1,800,1019,UA,601,236,ORD,SEA,1721,22
2007,7,10,2,1120,1240,F9,571,77,DEN,SLC,391,-5
2007,11,17,6,1435,1755,AA,644,122,DFW,CLT,936,-15
2007,6,5,2,1600,1920,NW,1266,142,MSP,IAD,908,77
2007,10,7,7,650,839,FL,86,97,IAD,ATL,533,-13
2007,7,7,6,1108,1713,UA,1166,247,SAN,ORD,1723,-3
2007,8,27,1,710,820,MQ,4788,63,LGA,DCA,214,-7
2007,11,28,3,1748,2033,NW,1023,169,SAT,MSP,1097,22
2007,2,24,6,1515,1825,B6,805,177,JFK,FLL,1069,-19
2007,11,18,7,1920,2035,WN,728,74,SMF,LAS,397,57
2007,9,21,5,1409,1528,NW,1554,89,DTW,SYR,374,8
2007,12,1,6,1330,1627,CO,619,183,TPA,EWR,998,7
2007,1,28,7,1634,1845,YV,2676,68,BNA,CLT,329,7
2007,2,10,6,2100,2327,OO,6398,81,SFO,BOI,522,80
2007,10,28,7,1555,1755,MQ,3579,111,DFW,CID,685,-15
2007,5,23,3,1300,1543,B6,157,155,JFK,MCO,944,-4
2007,12,27,4,1305,1410,WN,2361,66,MDW,STL,251,10
2007,11,27,2,1706,1855,UA,1221,236,CLT,DEN,1337,-1
2007,11,5,1,750,1055,AA,1821,236,JFK,DFW,1391,-9
2007,3,20,2,2105,2239,CO,269,267,CLE,PHX,1737,8
2007,10,5,5,840,1058,US,1185,321,PIT,SFO,2254,7
2007,1,26,5,1338,1531,UA,1455,100,DEN,PHX,602,-20
2007,9,20,4,1610,1720,WN,2836,66,SNA,PHX,338,10
2007,7,19,4,1810,2016,OH,5475,127,BOS,GSO,645,181
2007,8,21,2,1000,1150,XE,2382,111,DAY,EWR,533,5
2007,10,11,4,735,1002,CO,1436,260,IAH,SFO,1635,-10
2007,7,16,1,1745,2037,DL,685,188,BOS,ATL,946,24
2007,7,11,3,1820,2040,AA,2368,132,DFW,ORD,802,165
2007,8,4,6,1730,1922,XE,2181,154,CLE,DFW,1021,-19
2007,8,10,5,1210,1510,AA,7,474,DFW,OGG,3711,-14
2007,7,21,6,915,1226,NW,962,152,MEM,FLL,851,18
2007,5,10,4,1557,1820,EV,4185,72,PFN,ATL,247,-3
2007,11,20,2,1710,1846,NW,1463,100,MSP,STL,449,1
2007,5,23,3,1140,1610,AA,558,218,DFW,EWR,1372,8
2007,3,11,7,1940,2015,MQ,4384,84,SDF,ORD,286,9
2007,5,24,4,1830,1948,XE,2439,69,DCA,CLE,310,33
2007,1,15,1,1800,2125,AS,19,375,MCO,SEA,2553,-1
2007,11,24,6,1710,1855,WN,1395,100,SEA,SMF,605,-4
2007,12,9,7,1940,2050,WN,1403,63,RNO,LAS,345,-9
2007,11,11,7,1117,1221,UA,255,111,DFW,DEN,641,-19
2007,6,28,4,855,1025,DL,1692,266,CVG,LAX,1900,-3
2007,4,14,6,1320,1610,WN,2194,134,MCO,DTW,957,-26
2007,6,17,7,1350,1650,B6,544,174,PBI,EWR,1024,80
2007,3,20,2,1740,2145,AA,2442,184,DFW,PHL,1302,33
2007,7,12,4,1825,2010,XE,2794,92,MEM,IAH,469,102
2007,10,25,4,1251,1450,DL,1602,104,ATL,DTW,594,-18
2007,4,7,6,745,1031,DL,1533,150,PBI,JFK,1028,-22
2007,6,27,3,2000,2045,MQ,3305,48,DFW,ACT,89,136
2007,12,2,7,951,1115,UA,433,134,RDU,ORD,647,3
2007,6,4,1,904,905,OO,5430,62,LAN,ORD,179,1
2007,12,18,2,925,1040,WN,2442,69,PVD,BWI,328,28
2007,12,27,4,940,1305,WN,1933,199,MHT,MCO,1142,-10
2007,7,9,1,700,804,XE,2884,63,BDL,EWR,116,-3
2007,1,26,5,2040,2245,WN,2566,60,LAS,PHX,256,-6
2007,8,4,6,820,1010,MQ,4567,113,RDU,BOS,612,0
2007,9,13,4,1750,2000,WN,443,65,PHX,ELP,347,2
2007,12,13,4,1115,1255,AA,1439,120,MCI,DFW,460,21
2007,12,15,6,1000,1119,US,1763,71,DCA,PVD,357,-12
2007,3,12,1,955,1050,YV,2854,60,FLG,PHX,119,5
2007,2,22,4,1900,2105,WN,1027,63,LAS,PHX,256,1
2007,6,6,3,1145,1458,DL,1179,239,BOS,FLL,1237,45
2007,2,19,1,1845,2010,WN,2162,77,PVD,PHL,238,-2
2007,6,30,6,1030,1315,WN,278,102,JAN,MCO,587,-4
2007,6,17,7,1145,1159,MQ,4323,70,CVG,ORD,264,-8
2007,10,23,2,1000,1053,OO,5414,49,LAX,SAN,109,-11
2007,5,3,4,1510,1800,AA,2214,172,SJU,FLL,1046,1
2007,9,15,6,2115,2337,CO,1763,254,IAH,SFO,1635,-16
2007,8,5,7,1521,1811,CO,502,136,ORD,IAH,925,3
2007,5,28,1,600,630,MQ,4114,101,PIT,ORD,412,1
2007,6,3,7,1435,1735,AA,117,331,JFK,LAX,2475,-32
2007,3,8,4,1135,1405,WN,1140,143,TPA,PHL,920,-9
2007,3,17,6,1348,1528,NW,1448,100,DTW,ORF,529,4
2007,11,6,2,1735,1835,MQ,4064,64,MLI,ORD,139,95
2007,5,30,3,755,1040,B6,591,148,HPN,MCO,972,-27
2007,10,22,1,1535,1749,XE,2297,146,EWR,CVG,569,58
2007,5,18,5,615,905,AA,1047,182,EWR,MIA,1086,8
2007,10,7,7,1416,1600,DL,1632,145,ATL,MSP,906,-25
2007,9,23,7,2220,2350,UA,647,134,ORD,DEN,888,-6
2007,4,7,6,725,1015,CO,1746,162,IAH,ORD,925,-6
2007,9,24,1,1755,2055,B6,18,168,FLL,JFK,1069,-17
2007,2,1,4,1820,2130,AA,350,116,ORD,LGA,733,49
2007,11,21,3,830,1049,DL,891,189,SJU,MCO,1189,-17
2007,10,4,4,2245,705,B6,174,496,SJC,JFK,2569,-13
2007,5,15,2,2215,2332,OO,6211,79,SFO,ACV,250,68
2007,11,29,4,2133,2238,OO,4048,135,SLC,SFO,599,4
2007,9,3,1,1840,2111,AS,358,157,SEA,BUR,937,-1
2007,2,14,3,2030,2220,AA,1255,159,TPA,ORD,1012,-25
2007,2,8,4,1106,1225,DL,869,80,ATL,DAB,366,-3
2007,7,29,7,1320,1544,AA,479,247,EWR,DFW,1372,43
2007,6,9,6,855,924,AQ,216,31,LIH,HNL,102,0
2007,6,4,1,930,1450,AA,1994,197,SFO,DFW,1464,-8
2007,1,9,2,1420,1545,MQ,3869,87,DAL,MCI,461,-1
2007,5,26,6,820,925,WN,2977,59,BUR,SJC,296,-8
2007,5,28,1,800,928,AS,204,79,SFO,LAX,337,-14
2007,2,9,5,1300,1432,NW,139,82,ORD,MSP,334,-12
2007,1,9,2,1130,1450,CO,34,131,DEN,IAH,861,-11
2007,11,26,1,1930,2105,WN,574,86,SAN,SMF,480,38
2007,2,11,7,805,947,YV,7353,106,ORD,FSD,462,-6
2007,4,27,5,740,1145,WN,461,121,PHX,AUS,872,-1
2007,9,3,1,600,1115,AA,1070,205,SMF,DFW,1431,2
2007,5,8,2,1319,1525,US,595,119,PDX,LAS,762,-7
2007,4,7,6,845,1100,DL,506,126,ATL,LGA,761,-13
2007,10,21,7,1610,1939,NW,1434,143,MSP,ATL,906,-9
2007,9,22,6,1315,1435,F9,417,145,DEN,LAX,862,6
2007,7,15,7,1745,2310,AA,2426,197,SJC,DFW,1438,-9
2007,8,21,2,1445,1648,XE,2640,128,EWR,GRR,605,108
2007,6,25,1,2118,2245,AS,321,106,OAK,PDX,543,175
2007,2,4,7,1500,1605,WN,2034,62,BWI,BDL,283,9
2007,1,31,3,1720,1757,9E,5795,103,TLH,MEM,458,30
2007,5,27,7,1700,1849,MQ,4918,92,CMH,LGA,478,-33
2007,7,4,3,1235,1240,MQ,3902,50,FNT,ORD,223,-21
2007,4,9,1,635,740,F9,192,170,DAY,DEN,1084,-18
2007,11,18,7,1650,2010,DL,421,352,JFK,LAS,2248,-37
2007,6,21,4,935,1045,MQ,3625,68,DFW,AMA,313,-2
2007,7,20,5,1820,2036,FL,1593,71,GPT,ATL,352,76
2007,7,11,3,935,1220,WN,973,99,SAN,ABQ,628,-2
2007,2,2,5,1910,2035,WN,2359,145,ISP,MDW,765,-6
2007,8,18,6,1220,1257,AQ,210,37,HNL,OGG,100,-3
2007,1,22,1,855,1041,OO,3831,103,COS,SLC,410,-9
2007,8,29,3,900,1015,US,2167,76,LGA,DCA,214,-3
2007,7,1,7,640,829,US,1643,99,LGA,CLT,544,-14
2007,1,19,5,1650,1808,DL,1090,59,ATL,CLT,227,-16
2007,1,5,5,1455,1635,AA,670,80,DFW,STL,551,32
2007,5,22,2,645,1000,AA,622,131,DFW,JAX,919,-10
2007,3,30,5,700,1045,AA,699,222,JFK,SJU,1597,-7
2007,10,3,3,1735,1853,FL,299,124,ATL,HOU,696,-18
2007,3,10,6,2045,2212,XE,3036,71,EWR,ROC,246,-18
2007,4,14,6,745,1225,WN,2175,161,LAS,OMA,1099,-2
2007,7,31,2,710,825,XE,2761,64,RIC,EWR,278,84
2007,7,6,5,930,1006,9E,5639,92,MSP,RAP,490,85
2007,10,23,2,1005,1013,EV,4907,54,ATL,HSV,151,-4
2007,4,7,6,915,1143,DL,1635,144,CVG,MIA,948,-8
2007,1,20,6,840,1010,MQ,4644,102,RDU,EWR,416,7
2007,12,8,6,800,1317,CO,294,196,LAX,IAH,1379,-6
2007,1,8,1,1435,1619,CO,353,108,EWR,CMH,462,-1
2007,12,26,3,1755,1902,XE,315,117,AUS,ABQ,619,50
2007,1,20,6,1218,1330,UA,151,123,IAD,ORD,589,-12
2007,4,27,5,1515,1809,CO,792,168,EWR,MCO,938,38
2007,11,2,5,1110,1705,AA,530,226,SEA,DFW,1660,-3
2007,4,19,4,1521,1608,NW,648,43,LAN,DTW,74,69
2007,8,5,7,1730,1950,WN,2606,261,MDW,LAX,1750,93
2007,5,4,5,1631,1802,UA,447,209,PIT,DEN,1290,13
2007,10,7,7,1355,1454,YV,7314,47,ORF,IAD,157,-15
2007,7,9,1,1921,2034,NW,353,79,MEM,MSY,349,39
2007,3,2,5,607,804,NW,1449,123,ORF,DTW,529,5
2007,6,6,3,1420,1615,MQ,3981,110,ORD,ICT,588,-3
2007,4,29,7,1950,2130,MQ,4745,112,RDU,LGA,431,7
2007,11,1,4,1955,2120,WN,2203,86,LAS,OAK,407,-2
2007,8,19,7,1615,1834,DL,1521,64,ORD,CVG,264,-5
2007,8,6,1,1910,2315,CO,1417,189,IAH,PIT,1117,4
2007,8,26,7,2145,530,CO,369,290,LAS,EWR,2227,0
2007,11,3,6,1121,1345,YV,7208,69,ORD,PIT,412,1
2007,5,17,4,1215,1354,YV,7151,94,IAD,CHS,441,-9
2007,1,10,3,2030,2120,MQ,3929,55,ORD,MLI,139,51
2007,3,25,7,1540,1725,AA,1496,98,ORD,XNA,522,-7
2007,9,10,1,725,1021,DL,654,177,FLL,JFK,1069,-8
2007,1,4,4,1925,2025,WN,577,129,BWI,MDW,611,21
2007,6,14,4,1355,1549,OO,4025,168,MSP,SLC,991,-10
2007,8,4,6,825,1001,XE,608,90,RDU,SDF,416,-8
2007,6,18,1,907,920,NW,1415,82,DTW,MDW,229,4
2007,9,5,3,850,1237,NW,508,175,MSP,LGA,1020,21
2007,9,21,5,1115,1248,XE,2789,86,EWR,RDU,416,-17
2007,11,7,3,1730,2111,OH,5592,150,BNA,BOS,943,-16
2007,7,24,2,1000,1415,XE,2264,216,SLC,IAH,1195,23
2007,12,7,5,1420,1605,XE,2814,95,MEM,IAH,469,-11
2007,1,31,3,2045,2146,XE,3024,123,CLE,MSP,622,-3
2007,9,25,2,2355,532,AS,806,229,SEA,DFW,1660,37
2007,3,7,3,1216,1330,UA,151,136,IAD,ORD,589,-1
2007,10,25,4,1909,2101,NW,1627,177,DTW,IAH,1076,6
2007,3,25,7,1403,1437,HA,179,30,OGG,HNL,100,-10
2007,6,14,4,2044,2211,OO,5471,85,SFO,MFR,329,-7
2007,4,19,4,1635,1818,DL,584,101,ATL,PBI,545,-6
2007,6,21,4,730,957,DL,1004,286,IAD,SLC,1827,16
2007,7,18,3,953,1114,US,423,65,LAS,PHX,256,-17
2007,7,5,4,1501,1621,YV,2706,79,PHX,SNA,338,-1
2007,8,31,5,1245,1430,AA,515,96,STL,DFW,551,-8
2007,11,8,4,830,1223,DL,1579,322,LAX,HNL,2556,-22
2007,3,22,4,1045,1220,CO,1183,146,EWR,ORD,719,50
2007,11,9,5,1530,1842,F9,375,125,DEN,MKE,895,6
2007,1,12,5,1400,1515,WN,2725,71,OAK,LAX,337,8
2007,12,18,2,1430,1533,XE,2107,69,IAH,DAL,217,6
2007,12,11,2,750,953,US,989,98,CLT,FLL,631,-30
2007,6,30,6,825,1625,CO,769,284,LAS,EWR,2227,-22
2007,7,18,3,1030,1155,MQ,4256,133,BDL,ORD,783,-26
2007,11,29,4,1220,1430,MQ,3372,121,CID,DFW,685,-14
2007,12,13,4,830,1054,DL,1075,157,PHL,ATL,665,11
2007,7,15,7,1444,2159,US,46,263,PHX,DCA,1979,71
2007,3,4,7,2040,2135,MQ,4554,56,BOS,BGR,201,1
2007,12,18,2,2250,29,FL,77,109,ATL,FLL,581,9
2007,5,11,5,2000,2104,OO,5869,49,ORD,CID,196,-16
2007,4,13,5,1255,1628,NW,1214,148,MSP,BDL,1050,-4
2007,9,13,4,1144,1634,US,156,173,PHX,STL,1262,14
2007,2,22,4,1100,1215,WN,2238,82,BWI,CMH,336,4
2007,5,29,2,1234,1338,OO,6588,59,SFO,RNO,192,-9
2007,10,28,7,640,945,B6,135,192,JFK,RSW,1074,-1
2007,7,8,7,1003,1114,UA,793,127,CLT,ORD,599,-6
2007,8,26,7,1540,1700,WN,124,73,SJC,SAN,417,-9
2007,5,1,2,1020,1122,FL,24,111,ATL,MDW,590,-15
2007,8,23,4,1650,1814,DL,11,265,ATL,SAN,1891,2
2007,12,24,1,2349,201,YV,2866,128,LAS,MFR,599,5
2007,11,6,2,1650,2200,UA,208,180,DEN,BWI,1491,-16
2007,2,1,4,630,815,XE,2039,93,RDU,CLE,416,-21
2007,9,4,2,1558,1555,UA,640,58,GRR,ORD,137,25
2007,1,10,3,1100,1923,UA,892,314,SFO,JFK,2586,-13
2007,11,7,3,800,1022,OO,3868,94,RNO,SLC,422,14
2007,5,18,5,1335,1445,MQ,3811,64,DFW,AMA,313,-8
2007,8,11,6,1939,2220,AS,422,175,SEA,SNA,978,33
2007,4,23,1,1800,2130,UA,179,381,BOS,SFO,2704,-10
2007,8,2,4,730,1030,OO,2532,140,MKE,BDL,780,25
2007,9,11,2,2220,2339,UA,463,64,ORD,MSP,334,35
2007,9,26,3,1415,1715,9E,5705,113,MEM,PIT,652,-7
2007,8,15,3,750,911,YV,7068,73,GJT,DEN,212,-2
2007,12,18,2,2050,2115,WN,1033,95,PHX,LAX,370,9
2007,4,30,1,1145,1330,WN,1726,97,RNO,PHX,601,-10
2007,8,27,1,1940,2121,DL,703,283,MCO,LAS,2039,-4
2007,8,31,5,1837,2010,UA,254,84,MCI,ORD,403,257
2007,2,16,5,1005,1125,MQ,3726,66,LIT,DFW,304,-9
2007,2,11,7,1805,2138,EV,4203,157,MSP,ATL,906,4
2007,8,24,5,1900,2032,XE,2800,83,IAH,XNA,438,-13
2007,9,6,4,925,1153,DL,1080,154,ATL,BDL,859,4
2007,5,28,1,1010,1354,NW,716,158,MSP,BOS,1124,-12
2007,5,9,3,1120,1725,AA,1904,252,SFO,ORD,1846,5
2007,8,31,5,2110,2355,MQ,4454,160,MIA,IND,1021,-5
2007,2,21,3,1340,1420,AQ,219,39,KOA,HNL,163,-6
2007,9,24,1,1110,1400,WN,731,163,FLL,PHL,992,-10
2007,5,2,3,953,1610,DL,1444,264,SLC,TPA,1887,29
2007,3,21,3,1240,1320,MQ,4085,48,ORD,MKE,67,58
2007,8,4,6,1604,1848,OO,3910,100,TUS,SLC,601,27
2007,8,30,4,1035,1135,WN,24,52,HRL,HOU,276,-9
2007,12,6,4,815,1400,WN,133,215,LAX,BNA,1797,-10
2007,7,5,4,837,1028,YV,7280,97,ORD,BHM,584,-17
2007,6,7,4,730,858,US,1061,90,BOS,PHL,280,-6
2007,9,30,7,1150,1310,MQ,3162,72,SNA,SFO,372,-3
2007,1,25,4,1825,1935,MQ,3278,55,CLL,DFW,164,-20
2007,1,25,4,1650,1835,YV,7208,101,BOS,IAD,413,7
2007,11,14,3,2232,2333,NW,702,56,DTW,TVC,207,-10
2007,3,30,5,1230,1520,B6,193,161,JFK,LAS,2248,-11
2007,12,25,2,1740,1840,WN,1443,49,TPA,FLL,197,-11
2007,12,18,2,1905,2030,YV,7148,76,GSP,IAD,383,-14
2007,1,6,6,759,1104,DL,1863,166,LGA,MCO,950,-21
2007,9,25,2,1225,1445,OH,5011,155,SAV,LGA,722,10
2007,1,8,1,1515,1756,AS,518,151,SEA,SAN,1050,-9
2007,10,22,1,1905,2103,EV,4336,103,ATL,SCE,615,157
2007,5,6,7,1540,1700,UA,408,73,SLC,DEN,391,56
2007,4,24,2,1110,1419,EV,4779,133,DFW,CVG,812,7
2007,9,27,4,1135,1354,NW,823,143,MCO,IND,828,-1
2007,7,27,5,1540,1715,XE,505,79,SAT,TUL,483,-5
2007,8,31,5,2000,2117,US,2143,107,BOS,LGA,185,19
2007,11,11,7,1832,2114,UA,307,328,BWI,LAX,2329,-9
2007,9,29,6,1603,1925,DL,1796,137,AUS,ATL,813,-10
2007,7,25,3,2355,555,AA,1740,263,LAX,ORD,1745,52
2007,1,22,1,1835,2010,OO,6873,81,SGF,ORD,438,51
2007,6,20,3,720,804,OH,5030,57,LEX,CVG,70,28
2007,6,18,1,1330,1606,US,1601,177,PHL,TPA,920,31
2007,3,10,6,1020,1230,WN,2327,126,TPA,IAD,810,10
2007,8,12,7,625,820,XE,3073,107,PWM,CLE,609,-9
2007,5,18,5,1345,1610,WN,1601,151,HOU,MDW,937,15
2007,1,18,4,643,925,US,194,244,STL,PHX,1262,15
2007,3,28,3,1735,2058,OO,3960,161,SLC,MCI,919,22
2007,10,26,5,1035,1330,WN,456,248,PHL,HOU,1335,13
2007,9,3,1,1115,1338,US,1585,137,PHL,MCO,861,-10
2007,3,16,5,1845,2026,OO,3724,101,CPR,SLC,320,-3
2007,8,7,2,1720,1852,XE,1279,99,EWR,IAD,213,72
2007,1,17,3,730,833,XE,2904,100,IAH,CRP,201,40
2007,6,9,6,935,1147,XE,2978,72,MDW,CLE,307,-8
2007,4,6,5,906,1030,AS,143,84,FAI,BRW,503,-3
2007,7,4,3,1248,1400,YV,7075,68,MTJ,DEN,197,4
2007,11,5,1,1027,1131,YV,7139,70,RDU,IAD,224,19
2007,8,9,4,1830,2050,WN,1018,143,IAD,TPA,810,215
2007,1,20,6,1000,1037,AQ,63,41,HNL,LIH,102,4
2007,5,10,4,705,805,AA,835,54,AUS,DFW,190,8
2007,9,14,5,1750,2004,OH,5257,130,EWR,CVG,569,-4
2007,8,13,1,620,630,WN,793,63,ABQ,PHX,328,-9
2007,12,30,7,700,1002,DL,663,191,BOS,ATL,946,19
2007,1,4,4,1320,1845,WN,1436,187,SEA,MCI,1489,-5
2007,2,12,1,1630,1741,DL,1927,91,BOS,LGA,185,18
2007,1,21,7,640,740,OO,3733,86,TWF,SLC,175,21
2007,9,4,2,900,1005,WN,78,60,AMA,DAL,324,-4
2007,1,4,4,828,1017,YV,2908,113,PHX,DEN,602,0
2007,3,1,4,700,906,US,1252,146,RSW,DCA,892,16
2007,7,27,5,1110,1230,MQ,3155,74,SAN,SJC,417,-9
